,GRTS.Cell.ID,Quadrant,Night,LACI,LANO,MYCA,MYEV,MYLU,MYVO,MYYU,Year,Lat,Long,sset,srise,mrise,mset,GRTS_ID,Name,SiteName,Elevation,Habitat.Type,Feature.Sampled,Distance.to.Clutter..m.,Percent.Clutter,Water.Nearby,WaterDist,WaterType,Region,nightlen,observationtime,mtime,mtime2h,Nightly.Mean.Temp,Nightly.Min.Temp,Nightly.Max.Temp,Nightly.Mean.RH,Nightly.Min.RH,Nightly.Max.RH,Nightly.Precipitation,Nightly.Mean.Windsp,ddclim,WeatherSource,strm_dist,lake_dist,harv_dist,harv_year,road_dist,rnum,jNight,jNightM15,Habitat2,TLength,SpeciesGroup,SpeciesFullPool,SpeciesSingleton,SpeciesPartPool,Site_key
217,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,MYEV,0,0,0,34338
241,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,MYLU,0,0,0,206
275,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,MYLU,1,1,1,34338
299,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,MYVO,0,0,0,206
333,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,MYVO,0,0,0,34338
357,206,Transects,2022-07-14,0,0,1,0,0,0,0,2022,55.87387,-133.21478,2022-07-14 21:29,2022-07-15 04:29,2022-07-14T22:56:15,,206,POW,,,,,,,,,,Alaska,0.291608796,0.333275463,0.231087963,0,12.925,12.2,13.9,90.125,87,94,4,1.229166667,194.7742769,Meteostat,,,,,,256,195,60,,48.88809967,MYYU,0,0,0,206
391,34338,Transects,2022-07-14,0,0,0,0,1,0,0,2022,59.46394,-139.59129,2022-07-14 22:21,2022-07-15 04:27,2022-07-14T23:47:36,,34338,Yakutat,,,,,,,,,,Alaska,0.253969907,0.295636574,0.194340278,0,12.05714286,10,13.3,90.28571429,87,96,0,0.817460317,152.8140788,Meteostat,,,,,,1769,195,60,,25.78700066,MYYU,0,0,0,34338
10,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,LACI,0,0,0,206
52,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,LACI,0,0,0,47310
68,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,LANO,14,14,14,206
110,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,LANO,3,3,3,47310
126,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,MYCA,0,0,0,206
168,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,MYCA,0,0,0,47310
184,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,MYEV,1,1,1,206
226,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,MYEV,4,4,4,47310
242,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,MYLU,0,0,0,206
284,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,MYLU,7,7,7,47310
300,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,MYVO,1,1,1,206
342,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,MYVO,7,7,7,47310
358,206,Transects,2023-06-15,0,14,0,1,0,1,0,2023,55.87387,-133.21478,2023-06-15 21:40,2023-06-16 04:06,2023-06-16T02:43:29,,206,POW,,,,,,,,,,Alaska,0.268506944,0.310173611,0.057847222,0.127326389,11.12857143,10.6,12.2,88.42857143,86,90,2,3.908730159,108.5320282,Meteostat,,,,,,257,166,31,,48.88809967,MYYU,0,0,0,206
400,47310,Transects,2023-06-15,0,3,0,4,7,7,0,2023,55.48978,-131.59868,2023-06-15 21:30,2023-06-16 04:03,2023-06-16T02:39:44,,47310,Ketchikan,,,,,,,,,,Alaska,0.272465278,0.314131944,0.057939815,0.13119213,11.28571429,10.6,11.7,91.71428571,89,93,3,5.444444444,126.1674172,Meteostat,,,,,,2116,166,31,,47.06299973,MYYU,0,0,0,47310
53,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,LACI,0,0,0,47310
111,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,LANO,3,3,3,47310
169,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,MYCA,0,0,0,47310
227,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,MYEV,2,2,2,47310
285,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,MYLU,1,1,1,47310
343,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,MYVO,5,5,5,47310
401,47310,Transects,2023-06-19,0,3,0,2,1,5,0,2023,55.48978,-131.59868,2023-06-19 21:32,2023-06-20 04:03,,2023-06-19T23:39:40,47310,Ketchikan,,,,,,,,,,Alaska,0.271319444,0.312986111,0.088275463,0.00494213,12.62857143,10,15,80,67,93,0,0.301587302,131.815792,Meteostat,,,,,,2117,170,35,,47.06299973,MYYU,0,0,0,47310
31,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,LACI,0,0,0,18318
89,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,LANO,1,1,1,18318
147,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,MYCA,1,1,1,18318
205,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,MYEV,2,2,2,18318
263,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,MYLU,4,4,4,18318
321,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,MYVO,7,7,7,18318
379,18318,Transects,2023-06-22,0,1,1,2,4,7,0,2023,56.2452,-132.09366,2023-06-22 21:40,2023-06-23 04:00,,2023-06-23T00:35:45,18318,Wrangell,,,,,,,,,,Alaska,0.263391204,0.30505787,0.121412037,0.038078704,14.98571429,14,15.9,81.28571429,78,86,0,0.428571429,147.0563727,Meteostat,,,,,,858,173,38,,38.09939957,MYYU,0,0,0,18318
32,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,LACI,0,0,0,18318
90,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,LANO,0,0,0,18318
148,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,MYCA,1,1,1,18318
206,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,MYEV,2,2,2,18318
264,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,MYLU,4,4,4,18318
322,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,MYVO,8,8,8,18318
380,18318,Transects,2023-06-23,0,0,1,2,4,8,0,2023,56.2452,-132.09366,2023-06-23 21:41,2023-06-24 04:00,,2023-06-24T00:42:49,18318,Wrangell,,,,,,,,,,Alaska,0.263599537,0.305266204,0.126261574,0.042928241,15.94285714,13.8,17.9,82.42857143,77,87,1,0.714285714,151.9563727,Meteostat,,,,,,859,174,39,,38.09939957,MYYU,0,0,0,18318
20,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,LACI,0,0,0,5006
78,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,LANO,2,2,2,5006
136,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,MYCA,0,0,0,5006
194,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,MYEV,1,1,1,5006
252,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,MYLU,5,5,5,5006
310,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,MYVO,5,5,5,5006
368,5006,Transects,2023-06-25,0,2,0,1,5,5,0,2023,56.59215,-132.7485,2023-06-25 21:46,2023-06-26 04:01,,2023-06-26T00:56:09,5006,Petersburg,,,,,,,,,,Alaska,0.260474537,0.302141204,0.131828704,0.04849537,14.67142857,13.7,15.8,92.28571429,87,97,2,0.285714286,113.5430535,Meteostat,,,,,,569,176,41,,49.30189896,MYYU,0,0,0,5006
21,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,LACI,0,0,0,5006
79,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,LANO,1,1,1,5006
137,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,MYCA,2,2,2,5006
195,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,MYEV,2,2,2,5006
253,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,MYLU,5,5,5,5006
311,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,MYVO,6,6,6,5006
369,5006,Transects,2023-07-06,0,1,2,2,5,6,0,2023,56.59215,-132.7485,2023-07-06 21:41,2023-07-07 04:11,2023-07-06T23:54:46,,5006,Petersburg,,,,,,,,,,Alaska,0.270844907,0.312511574,0.177962963,0.009548611,17.27142857,16,20.8,68.85714286,55,74,0,1.373015873,156.9588234,Meteostat,,,,,,570,187,52,,49.30189896,MYYU,0,0,0,5006
44,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,LACI,0,0,0,34338
102,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,LANO,0,0,0,34338
160,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,MYCA,0,0,0,34338
218,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,MYEV,0,0,0,34338
276,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,MYLU,1,1,1,34338
334,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,MYVO,0,0,0,34338
392,34338,Transects,2023-07-14,0,0,0,0,1,0,0,2023,59.46394,-139.59129,2023-07-14 22:22,2023-07-15 04:26,2023-07-15T01:22:23,,34338,Yakutat,,,,,,,,,,Alaska,0.25337963,0.295046296,0.128194444,0.041851852,10.01428571,8.3,11.7,95.71428571,93,97,0,0,93.05165273,Meteostat,,,,,,1770,195,60,,25.78700066,MYYU,0,0,0,34338
45,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,LACI,0,0,0,34338
103,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,LANO,0,0,0,34338
161,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,MYCA,0,0,0,34338
219,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,MYEV,0,0,0,34338
277,34338,Transects,2023-07-18,0,0,0,0,3,0,0,2023,59.46394,-139.59129,2023-07-18 22:15,2023-07-19 04:34,,2023-07-18T23:26:21,34338,Yakutat,,,,,,,,,,Alaska,0.263553241,0.305219907,0.049421296,0,13.35,12.3,14.9,92.375,85,97,1,1.152777778,103.9327306,Meteostat,,,,,,1771,199,64,,25.78700066,MYLU,3,3,3,34338
